cod_ibge7;municipio;porte;ra;ano;prest_a;natjur_a;in023;in049;in051;in053
3543303;Ribeirão Pires;Mais de 100 mil a 500 mil;RM São Paulo;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;90,98;38,17;274,85;11,17
3543402;Ribeirão Preto;Mais de 500 mil;RA Ribeirão Preto;2020;Departamento de Água e Esgotos de Ribeirão Preto;Autarquia;100;49,06;803,17;15,99
3543600;Rifaina;Até 5 mil;RA Franca;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;13,55;78,32;14,48
3543709;Rincão;Mais de 5 mil a 10 mil;RA Central;2020;Prefeitura Municipal de Rincão;Administração pública direta;98,26;0;0;13,87
3543808;Rinópolis;Mais de 5 mil a 10 mil;RA Marília;2020;Prefeitura Municipal de Rinópolis;Administração pública direta;89,72;3,72;20,95;16,45
3543907;Rio Claro;Mais de 100 mil a 500 mil;RA Campinas;2020;Departamento Autônomo de Água e Esgoto;Autarquia;99,24;24,89;201,75;15,53
3544004;Rio das Pedras;Mais de 20 mil a 50 mil;RA Campinas;2020;Serviço Autônomo de Água e Esgoto;Autarquia;95,73;53,82;498,62;12,64
3544103;Rio Grande da Serra;Mais de 20 mil a 50 mil;RM São Paulo;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;85,46;28,53;150,26;10,03
3544202;Riolândia;Mais de 10 mil a 20 mil;RA São José do Rio Preto;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;93,85;6,92;48,41;19,61
3543501;Riversul;Mais de 5 mil a 10 mil;RA Itapeva;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;23,37;95,16;9,42
3544251;Rosana;Mais de 10 mil a 20 mil;RA Presidente Prudente;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;22,69;117,8;12,1
3544301;Roseira;Mais de 10 mil a 20 mil;RA São José dos Campos;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;23,8;126,56;12,21
3544400;Rubiácea;Até 5 mil;RA Araçatuba;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;18,8;85,52;11,13
3544509;Rubinéia;Até 5 mil;RA São José do Rio Preto;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;11,31;53,06;12,64
3544608;Sabino;Mais de 5 mil a 10 mil;RA Bauru;2020;Prefeitura Municipal de Sabino;Administração pública direta;100;12,7;61,27;12,14
3544707;Sagres;Até 5 mil;RA Presidente Prudente;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;18,92;86,11;11,18
3544806;Sales;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2020;Prefeitura Municipal de Sales;Administração pública direta;100;9,33;48,34;14,28
3544905;Sales Oliveira;Mais de 10 mil a 20 mil;RA Franca;2020;Prefeitura Municipal de Sales Oliveira;Administração pública direta;99,41;47,52;521,59;17,52
3545001;Salesópolis;Mais de 10 mil a 20 mil;RM São Paulo;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;99,28;27,78;130,99;9,8
3545100;Salmourão;Até 5 mil;RA Presidente Prudente;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;98,2;14,82;70,46;12,2
3545159;Saltinho;Mais de 5 mil a 10 mil;RA Campinas;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;22,6;131,21;13,63
3545209;Salto;Mais de 100 mil a 500 mil;RA Sorocaba;2020;Serviço Autônomo de Água, Esgoto e Meio Ambiente;Autarquia;100;38,13;277,33;13,29
3545308;Salto de Pirapora;Mais de 20 mil a 50 mil;RA Sorocaba;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;41,71;292,9;12,12
3545407;Salto Grande;Mais de 5 mil a 10 mil;RA Marília;2020;Prefeitura Municipal de Salto Grande;Administração pública direta;100;65,14;681,49;10,89
3545506;Sandovalina;Até 5 mil;RA Presidente Prudente;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;18,3;96,21;12,94
3545605;Santa Adélia;Mais de 10 mil a 20 mil;RA São José do Rio Preto;2020;Prefeitura Municipal de Santa Adélia;Administração pública direta;97,6;13,42;106,09;20,81
3545704;Santa Albertina;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;16,37;81,62;12,32
3545803;Santa Bárbara d'Oeste;Mais de 100 mil a 500 mil;RA Campinas;2020;Departamento de Água e Esgoto de Santa Bárbara D´Oeste;Autarquia;99,99;56,04;603,82;12,35
3546009;Santa Branca;Mais de 10 mil a 20 mil;RA São José dos Campos;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;75,19;43,64;307,76;11,9
3546108;Santa Clara d'Oeste;Até 5 mil;RA São José do Rio Preto;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;14,63;74,55;12,9
3546207;Santa Cruz da Conceição;Até 5 mil;RA Campinas;2020;Prefeitura Municipal de Santa Cruz da Conceição;Administração pública direta;97,56;57,42;496,45;11,2
3546256;Santa Cruz da Esperança;Até 5 mil;RA Ribeirão Preto;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;21,99;128,9;13,66
3546306;Santa Cruz das Palmeiras;Mais de 20 mil a 50 mil;RA Campinas;2020;Prefeitura Municipal de Santa Cruz das Palmeiras;Administração pública direta;100;0;0;14,53
3546405;Santa Cruz do Rio Pardo;Mais de 20 mil a 50 mil;RA Marília;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;35,86;254,78;13,65
3546504;Santa Ernestina;Mais de 5 mil a 10 mil;RA Central;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;11,73;57,55;12,75
3546603;Santa Fé do Sul;Mais de 20 mil a 50 mil;RA São José do Rio Preto;2020;Serviço Autônomo de Água e Esgoto;Autarquia;100;41,01;275,39;11,86
3546702;Santa Gertrudes;Mais de 20 mil a 50 mil;RA Campinas;2020;BRK Ambiental - Santa Gertrudes S.A.;Empresa privada;100;29,29;187,21;12,2
3546801;Santa Isabel;Mais de 50 mil a 100 mil;RM São Paulo;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;85,05;52,45;505,18;11,56
3546900;Santa Lúcia;Mais de 5 mil a 10 mil;RA Central;2020;Prefeitura Municipal de Santa Lúcia;Administração pública direta;98,53;17,74;119,86;16,91
3547007;Santa Maria da Serra;Mais de 5 mil a 10 mil;RA Campinas;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;93,47;16,43;90,64;13,59
3547106;Santa Mercedes;Até 5 mil;RA Presidente Prudente;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;13,12;61,25;12,29
3547205;Santana da Ponte Pensa;Até 5 mil;RA São José do Rio Preto;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;12,03;52,85;11,7
3547304;Santana de Parnaíba;Mais de 100 mil a 500 mil;RM São Paulo;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;39,2;394,74;14,53
3547403;Santa Rita d'Oeste;Até 5 mil;RA São José do Rio Preto;2020;Prefeitura Municipal de Santa Rita D'Oeste;Administração pública direta;100;10,47;56,16;14,6
3547502;Santa Rita do Passa Quatro;Mais de 20 mil a 50 mil;RA Central;2020;Companhia Águas de Santa Rita;Empresa privada;100;20,5;140,35;15,62
3547601;Santa Rosa de Viterbo;Mais de 20 mil a 50 mil;RA Ribeirão Preto;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;24,36;138,6;12,88
3547650;Santa Salete;Até 5 mil;RA São José do Rio Preto;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;11,06;50,29;12,21
3547700;Santo Anastácio;Mais de 10 mil a 20 mil;RA Presidente Prudente;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;16,64;81,44;12,28
3547809;Santo André;Mais de 500 mil;RM São Paulo;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;41,57;413,31;11,05
3547908;Santo Antônio da Alegria;Mais de 5 mil a 10 mil;RA Ribeirão Preto;2020;Prefeitura Municipal de Santo Antônio da Alegria;Administração pública direta;100;50;489,52;14,88
3548005;Santo Antônio de Posse;Mais de 20 mil a 50 mil;RA Campinas;2020;Prefeitura Municipal de Santo Antônio de Posse;Administração pública direta;100;50,52;521,51;15,53
3548054;Santo Antônio do Aracanguá;Mais de 5 mil a 10 mil;RA Araçatuba;2020;Prefeitura Municipal de Santo Antonio do Aracanguá;Administração pública direta;98,99;13,33;217,16;42,82
3548104;Santo Antônio do Jardim;Mais de 5 mil a 10 mil;RA Campinas;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;26,91;144,55;11,67
3548203;Santo Antônio do Pinhal;Mais de 5 mil a 10 mil;RA São José dos Campos;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;98,87;22,44;109,65;11,51
3548302;Santo Expedito;Até 5 mil;RA Presidente Prudente;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;19,53;93,83;11,69
3548401;Santópolis do Aguapeí;Até 5 mil;RA Araçatuba;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;92,48;15,88;73,95;11,81
3548500;Santos;Mais de 100 mil a 500 mil;RA Santos;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;14;245,13;14,89
3548609;São Bento do Sapucaí;Mais de 10 mil a 20 mil;RA São José dos Campos;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;8,98;37,05;11,34
3548708;São Bernardo do Campo;Mais de 500 mil;RM São Paulo;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;32,43;334,61;12,51
3548807;São Caetano do Sul;Mais de 100 mil a 500 mil;RM São Paulo;2020;SISTEMA DE ÁGUA, ESGOTO E SANEAMENTO AMBIENTAL;Autarquia;100;19,7;258,79;14,1
3548906;São Carlos;Mais de 100 mil a 500 mil;RA Central;2020;Serviço Autônomo de Água e Esgoto;Autarquia;99,02;43,66;411,21;15,08
3549003;São Francisco;Até 5 mil;RA São José do Rio Preto;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;12,24;57,85;12,51
3549102;São João da Boa Vista;Mais de 50 mil a 100 mil;RA Campinas;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;25,92;165,68;13,71
3549201;São João das Duas Pontes;Até 5 mil;RA São José do Rio Preto;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;13,05;61,87;12,43
3549250;São João de Iracema;Até 5 mil;RA Araçatuba;2020;Prefeitura Municipal de São João de Iracema;Administração pública direta;100;0,46;1,79;11,82
3549300;São João do Pau d'Alho;Até 5 mil;RA Presidente Prudente;2020;Prefeitura Municipal de São João do Pau D'Alho;Administração pública direta;97,01;20,21;85,3;9,47
3549409;São Joaquim da Barra;Mais de 20 mil a 50 mil;RA Franca;2020;Prefeitura Municipal de São Joaquim da Barra;Administração pública direta;100;14,6;196,16;34,83
3549508;São José da Bela Vista;Mais de 5 mil a 10 mil;RA Franca;2020;Prefeitura Municipal de São José da Bela Vista;Administração pública direta;100;39,83;371,46;17,07
3549607;São José do Barreiro;Até 5 mil;RA São José dos Campos;2020;Prefeitura Municipal de São José do Barreiro;Administração pública direta;99,45;7,89;74,42;26,35
3549706;São José do Rio Pardo;Mais de 50 mil a 100 mil;RA Campinas;2020;Superintendência Autônoma de Água e Esgoto de São José do Rio Pardo;Autarquia;100;28,57;169,05;12,85
3549805;São José do Rio Preto;Mais de 100 mil a 500 mil;RA São José do Rio Preto;2020;Serviço Municipal Autônomo de Água e Esgoto;Autarquia;99,52;20,32;160,22;14,82
3549904;São José dos Campos;Mais de 500 mil;RA São José dos Campos;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;39,99;397,44;12,76
3549953;São Lourenço da Serra;Mais de 10 mil a 20 mil;RM São Paulo;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;55,63;36,7;220,26;11,46
3550001;São Luiz do Paraitinga;Mais de 10 mil a 20 mil;RA São José dos Campos;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;98,06;30,01;133,76;9,48
3550100;São Manuel;Mais de 20 mil a 50 mil;RA Sorocaba;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;37,9;260,89;12,84
3550209;São Miguel Arcanjo;Mais de 20 mil a 50 mil;RA Sorocaba;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;28,47;143,8;10,92
3550308;São Paulo;Mais de 500 mil;RM São Paulo;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;31,03;281,52;11,94
3550407;São Pedro;Mais de 20 mil a 50 mil;RA Campinas;2020;Serviço Autônomo de Água e Esgoto de São Pedro;Autarquia;100;45,11;365,09;13,43
3550506;São Pedro do Turvo;Mais de 5 mil a 10 mil;RA Marília;2020;Serviço Autônomo de Água e Esgoto;Autarquia;98,07;2,4;16,43;20,32
3550605;São Roque;Mais de 50 mil a 100 mil;RA Sorocaba;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;75,77;50,35;467,76;12,65
3550704;São Sebastião;Mais de 50 mil a 100 mil;RA São José dos Campos;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;74,27;35,17;310,16;14,47
3550803;São Sebastião da Grama;Mais de 10 mil a 20 mil;RA Campinas;2020;Águas de São Sebastião da Grama;Empresa privada;100;34,53;221,33;12,32
3550902;São Simão;Mais de 10 mil a 20 mil;RA Ribeirão Preto;2020;Prefeitura Municipal de São Simão;Administração pública direta;98,3;24,32;150,96;14,29
3551009;São Vicente;Mais de 100 mil a 500 mil;RA Santos;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;90,91;51,86;666,98;12,36
3551108;Sarapuí;Mais de 10 mil a 20 mil;RA Sorocaba;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;16,35;72,74;11,15
3551207;Sarutaiá;Até 5 mil;RA Itapeva;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;12,44;51,41;10,98
3551306;Sebastianópolis do Sul;Até 5 mil;RA São José do Rio Preto;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;9,97;46,9;12,68
3551405;Serra Azul;Mais de 10 mil a 20 mil;RA Ribeirão Preto;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;82,01;21,66;146,84;16
3551504;Serrana;Mais de 20 mil a 50 mil;RA Ribeirão Preto;2020;Prefeitura Municipal de Serrana;Administração pública direta;97,62;65,68;901,93;12,7
3551603;Serra Negra;Mais de 20 mil a 50 mil;RA Campinas;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;91,77;23,85;163,95;11,43
3551702;Sertãozinho;Mais de 100 mil a 500 mil;RA Ribeirão Preto;2020;Serviço Autônomo Água e Esgoto e Meio Ambiente de Sertãozinho;Autarquia;100;37,34;422,28;19,75
3551801;Sete Barras;Mais de 10 mil a 20 mil;RA Registro;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;26,37;142,98;12,07
3551900;Severínia;Mais de 10 mil a 20 mil;RA Barretos;2020;Serviço Autônomo de Água e Esgoto do município de Severínia;Autarquia;100;0;0;25,62
3552007;Silveiras;Mais de 5 mil a 10 mil;RA São José dos Campos;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;15,68;65,11;10,52
3552106;Socorro;Mais de 20 mil a 50 mil;RA Campinas;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;89,7;23,96;143,04;11,81
3552205;Sorocaba;Mais de 500 mil;RA Sorocaba;2020;Serviço Autônomo de Água e Esgoto;Autarquia;99,5;36,07;306,41;13,03
3552304;Sud Mennucci;Mais de 5 mil a 10 mil;RA Araçatuba;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;14,63;71,75;12,6
3552403;Sumaré;Mais de 100 mil a 500 mil;RA Campinas;2020;BRK Ambiental - Sumaré S.A.;Empresa privada;100;37,43;287,73;12,65
3552551;Suzanápolis;Até 5 mil;RA Araçatuba;2020;Prefeitura Municipal de Suzanápolis;Administração pública direta;100;38,75;315,44;15,17
3552502;Suzano;Mais de 100 mil a 500 mil;RM São Paulo;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;28,1;192,01;11,12
3552601;Tabapuã;Mais de 10 mil a 20 mil;RA São José do Rio Preto;2020;Prefeitura Municipal de Tabapuã;Administração pública direta;100;12,37;112,38;21,99
3552700;Tabatinga;Mais de 10 mil a 20 mil;RA Central;2020;Prefeitura Municipal de Tabatinga;Administração pública direta;99,61;29,95;200,11;14,24
3552809;Taboão da Serra;Mais de 100 mil a 500 mil;RM São Paulo;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;20,55;135,98;11,04
3552908;Taciba;Mais de 5 mil a 10 mil;RA Presidente Prudente;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;19,96;94,93;11,44
3553005;Taguaí;Mais de 10 mil a 20 mil;RA Itapeva;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;10,04;41,14;11,21
3553104;Taiaçu;Mais de 5 mil a 10 mil;RA Barretos;2020;Prefeitura Municipal de Taiaçu;Administração pública direta;100;10,74;75,09;18,97
3553203;Taiúva;Mais de 5 mil a 10 mil;RA Barretos;2020;Prefeitura Municipal de Taiuva;Administração pública direta;100;0,38;3,4;27,09
3553302;Tambaú;Mais de 20 mil a 50 mil;RA Campinas;2020;Prefeitura Municipal de Tambaú;Administração pública direta;99,89;1,4;14,15;30,27
3553401;Tanabi;Mais de 20 mil a 50 mil;RA São José do Rio Preto;2020;Prefeitura Municipal de Tanabi;Administração pública direta;98,96;19,73;123,19;15,25
3553500;Tapiraí;Mais de 5 mil a 10 mil;RA Sorocaba;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;97,71;30,63;155,23;10,57
3553609;Tapiratiba;Mais de 10 mil a 20 mil;RA Campinas;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;77,95;318,52;2,68
3553658;Taquaral;Até 5 mil;RA Ribeirão Preto;2020;Prefeitura Municipal de Taquaral;Administração pública direta;99,93;0;0;13,28
3553708;Taquaritinga;Mais de 50 mil a 100 mil;RA Central;2020;Serviço Autônomo de Água e Esgoto de Táguaritinga;Autarquia;100;40,25;275,07;12,34
3553807;Taquarituba;Mais de 20 mil a 50 mil;RA Itapeva;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;17,22;79,08;11,4
3553856;Taquarivaí;Mais de 5 mil a 10 mil;RA Itapeva;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;20,21;92,43;10,83
3553906;Tarabai;Mais de 5 mil a 10 mil;RA Presidente Prudente;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;94,38;18,85;91,04;11,74
3553955;Tarumã;Mais de 10 mil a 20 mil;RA Marília;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;20;107,23;12,94
3554003;Tatuí;Mais de 100 mil a 500 mil;RA Sorocaba;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;39,8;260,74;11,52
3554102;Taubaté;Mais de 100 mil a 500 mil;RA São José dos Campos;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;34,45;269,75;12,75
3554300;Teodoro Sampaio;Mais de 20 mil a 50 mil;RA Presidente Prudente;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;20,46;102,34;11,99
3554409;Terra Roxa;Mais de 5 mil a 10 mil;RA Barretos;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;88,17;20,46;120,4;13,95
3554508;Tietê;Mais de 20 mil a 50 mil;RA Sorocaba;2020;Serviço Autônomo Municipal de Água e Esgoto;Autarquia;99,99;53,01;491,16;12,5
3554607;Timburi;Até 5 mil;RA Marília;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;12,91;51,58;10,48
3554656;Torre de Pedra;Até 5 mil;RA Sorocaba;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;27,42;146,01;11,71
3554706;Torrinha;Mais de 5 mil a 10 mil;RA Campinas;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;40,04;280,8;12,43
3554755;Trabiju;Até 5 mil;RA Central;2020;Prefeitura Municipal de Trabiju;Administração pública direta;99,81;15,31;102,79;17,3
3554805;Tremembé;Mais de 50 mil a 100 mil;RA São José dos Campos;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;27,54;176,96;13,58
3554904;Três Fronteiras;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;14,56;73,84;13,13
3554953;Tuiuti;Mais de 5 mil a 10 mil;RA Campinas;2020;Águas de Tuiuti SPE LTDA;Empresa privada;98,83;20,63;122,05;14,27
3555000;Tupã;Mais de 50 mil a 100 mil;RA Marília;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;14;75,58;13,68
3555109;Tupi Paulista;Mais de 10 mil a 20 mil;RA Presidente Prudente;2020;Prefeitura Municipal de Tupi Paulista;Administração pública direta;100;11,63;85,08;19,15
3555208;Turiúba;Até 5 mil;RA Araçatuba;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;14,52;62,66;11,16
3555307;Turmalina;Até 5 mil;RA São José do Rio Preto;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;9,46;43,7;12,57
3555356;Ubarana;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2020;Prefeitura Municipal de Ubarana;Administração pública direta;100;13,13;79,05;15,9
3555406;Ubatuba;Mais de 50 mil a 100 mil;RA São José dos Campos;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;78,93;24,37;201,09;11,55
3555505;Ubirajara;Mais de 5 mil a 10 mil;RA Bauru;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;13,91;71,39;13,3
3555604;Uchoa;Mais de 10 mil a 20 mil;RA São José do Rio Preto;2020;Prefeitura Municipal de Uchoa;Administração pública direta;100;3,46;17,86;15,18
3555703;União Paulista;Até 5 mil;RA São José do Rio Preto;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;99,93;8,18;36,42;12,26
3555802;Urânia;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;17,49;88,43;12,62
3555901;Uru;Até 5 mil;RA Bauru;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;9,45;41,58;12
3556008;Urupês;Mais de 10 mil a 20 mil;RA São José do Rio Preto;2020;Prefeitura Municipal de Urupês;Administração pública direta;100;5,73;51,97;26,01
3556107;Valentim Gentil;Mais de 10 mil a 20 mil;RA São José do Rio Preto;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;15,46;78,24;12,77
3556206;Valinhos;Mais de 100 mil a 500 mil;RA Campinas;2020;Departamento de Águas e Esgotos de Valinhos;Autarquia;98,78;36,35;325,3;11,89
3556305;Valparaíso;Mais de 20 mil a 50 mil;RA Araçatuba;2020;Departamento de Água e Esgoto de Valparaiso;Autarquia;100;49,87;568,02;16,62
3556354;Vargem;Mais de 10 mil a 20 mil;RA Campinas;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;21,85;109,55;11,72
3556404;Vargem Grande do Sul;Mais de 20 mil a 50 mil;RA Campinas;2020;Serviço Autônomo de Água e Esgoto;Autarquia;99,95;9,44;51,73;14,94
3556453;Vargem Grande Paulista;Mais de 50 mil a 100 mil;RM São Paulo;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;97,95;32,48;234,53;12,14
3556503;Várzea Paulista;Mais de 100 mil a 500 mil;RA Campinas;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;95,81;32,9;228,84;12,09
3556602;Vera Cruz;Mais de 10 mil a 20 mil;RA Marília;2020;Prefeitura Municipal de Vera Cruz;Administração pública direta;100;57,62;480,31;10,53
3556701;Vinhedo;Mais de 50 mil a 100 mil;RA Campinas;2020;Saneamento Básico Vinhedo;Autarquia;99,95;30,88;267,03;15,34
3556800;Viradouro;Mais de 10 mil a 20 mil;RA Barretos;2020;Saneamento Ambiental de Viradouro;Autarquia;100;32,76;254,22;15,87
3556909;Vista Alegre do Alto;Mais de 5 mil a 10 mil;RA Barretos;2020;Prefeitura Municipal de Vista Alegre do Alto;Administração pública direta;90,89;17,24;97,29;14,16
3556958;Vitória Brasil;Até 5 mil;RA São José do Rio Preto;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;9,43;46,68;13,45
3557006;Votorantim;Mais de 100 mil a 500 mil;RA Sorocaba;2020;Águas de Votorantim S/A;Empresa privada;100;18,58;134,29;13,09
3557105;Votuporanga;Mais de 50 mil a 100 mil;RA São José do Rio Preto;2020;Superintendência de Água, Esgotos e Meio Ambiente de Votuporanga;Autarquia;100;28,87;186,78;13,38
3557154;Zacarias;Até 5 mil;RA São José do Rio Preto;2020;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;8,32;36,04;11,97
3500105;Adamantina;Mais de 20 mil a 50 mil;RA Presidente Prudente;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;20,42;107,94;12,53
3500204;Adolfo;Até 5 mil;RA São José do Rio Preto;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;12,37;53,48;11,42
3500303;Aguaí;Mais de 20 mil a 50 mil;RA Campinas;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;72,23;982,78;10,41
